"25-06-2015";"Near Prime";"617347";"1";"NSW";"Application";"Application";"White";"233425"
"25-06-2015";"Near Prime";"617348";"1";"VIC";"Application";"Application";"Pepper";"185500"
"25-06-2015";"Near Prime";"617350";"1";"VIC";"Application";"Application";"Pepper";"382500"
"25-06-2015";"Near Prime";"617352";"1";"NSW";"Application";"Application";"Pepper";"204000"
"25-06-2015";"Near Prime";"617355";"1";"WA";"Application";"Application";"Pepper";"440000"
"25-06-2015";"Near Prime";"617357";"1";"QLD";"Application";"Application";"White";"302000"
"25-06-2015";"Near Prime";"617362";"1";"NSW";"Application";"Application";"Pepper";"399000"
"25-06-2015";"Near Prime";"617365";"1";"SA";"Application";"Application";"Pepper";"100000"
"25-06-2015";"Prime";"617334";"1";"WA";"Application";"Application";"White";"488000"
"25-06-2015";"Prime";"617335";"1";"QLD";"Application";"Application";"Direct";"250000"
"25-06-2015";"Prime";"617336";"1";"NSW";"Application";"Application";"White";"220000"
"25-06-2015";"Prime";"617344";"1";"WA";"Application";"Application";"White";"1382500"
"25-06-2015";"Prime";"617349";"2";"WA";"Application";"Application";"White";"680000"
"25-06-2015";"Prime";"617359";"1";"VIC";"Application";"Application";"White";"360000"
"25-06-2015";"Prime";"617360";"3";"VIC";"Application";"Application";"Pepper";"1400000"
"25-06-2015";"Prime";"617361";"1";"VIC";"Application";"Application";"White";"310500"
"25-06-2015";"Prime";"617363";"1";"NSW";"Application";"Application";"Pepper";"1900000"
"25-06-2015";"Prime";"617364";"1";"NSW";"Application";"Application";"White";"517500"
"25-06-2015";"Prime";"617369";"2";"NSW";"Application";"Application";"Pepper";"840000"
"25-06-2015";"Prime";"617371";"1";"VIC";"Application";"Application";"Pepper";"486000"
"25-06-2015";"Specialist";"617331";"1";"NSW";"Application";"Application";"Pepper";"476000"
"25-06-2015";"Specialist";"617337";"1";"VIC";"Application";"Application";"Pepper";"184250"
"25-06-2015";"Specialist";"617339";"1";"QLD";"Application";"Application";"Pepper";"292500"
"25-06-2015";"Specialist";"617340";"1";"NSW";"Application";"Application";"Direct";"1270000"
"25-06-2015";"Specialist";"617341";"1";"NT";"Application";"Application";"White";"480000"
"25-06-2015";"Specialist";"617351";"1";"VIC";"Application";"Application";"Pepper";"202500"
"25-06-2015";"Specialist";"617356";"2";"QLD";"Application";"Application";"Pepper";"896000"
"25-06-2015";"Specialist";"617358";"1";"NSW";"Application";"Application";"Pepper";"825000"
"25-06-2015";"Specialist";"617366";"1";"NSW";"Application";"Application";"Pepper";"470000"
"26-06-2015";"Near Prime";"617380";"1";"QLD";"Application";"Application";"White";"432000"
"26-06-2015";"Near Prime";"617382";"2";"VIC";"Application";"Application";"Pepper";"1000000"
"26-06-2015";"Near Prime";"617384";"1";"SA";"Application";"Application";"Pepper";"540000"
"26-06-2015";"Near Prime";"617385";"1";"VIC";"Application";"Application";"Pepper";"318000"
"26-06-2015";"Near Prime";"617390";"1";"QLD";"Application";"Application";"Pepper";"424000"
"26-06-2015";"Near Prime";"617399";"1";"NSW";"Application";"Application";"Pepper";"630000"
"26-06-2015";"Near Prime";"617402";"1";"NSW";"Application";"Application";"Pepper";"646000"
"26-06-2015";"Near Prime";"617403";"2";"WA";"Application";"Application";"Pepper";"1023750"
"26-06-2015";"Near Prime";"617405";"1";"VIC";"Application";"Application";"Pepper";"242900"
"26-06-2015";"Near Prime";"617409";"1";"VIC";"Application";"Application";"Pepper";"600000"
"26-06-2015";"Near Prime";"617410";"1";"VIC";"Application";"Application";"Pepper";"520000"
"26-06-2015";"Near Prime";"617414";"1";"NSW";"Application";"Application";"Pepper";"861500"
"26-06-2015";"Near Prime";"617415";"1";"QLD";"Application";"Application";"Pepper";"265000"
"26-06-2015";"Near Prime";"617419";"1";"WA";"Application";"Application";"Pepper";"210000"
"26-06-2015";"Near Prime";"617420";"1";"VIC";"Application";"Application";"Pepper";"480000"
"26-06-2015";"Prime";"617377";"1";"VIC";"Application";"Application";"Pepper";"336000"
"26-06-2015";"Prime";"617383";"1";"VIC";"Application";"Application";"White";"351000"
"26-06-2015";"Prime";"617387";"1";"VIC";"Application";"Application";"White";"369000"
"26-06-2015";"Prime";"617392";"1";"NSW";"Application";"Application";"Pepper";"344000"
"26-06-2015";"Prime";"617396";"1";"NSW";"Application";"Application";"Direct";"220500"
"26-06-2015";"Prime";"617398";"1";"QLD";"Application";"Application";"White";"265000"
"26-06-2015";"Prime";"617401";"1";"QLD";"Application";"Application";"White";"199000"
"26-06-2015";"Prime";"617406";"1";"NSW";"Application";"Application";"White";"145000"
"26-06-2015";"Prime";"617408";"1";"NSW";"Application";"Application";"Pepper";"455000"
"26-06-2015";"Prime";"617411";"1";"WA";"Application";"Application";"White";"361049"
"26-06-2015";"Prime";"617412";"1";"NSW";"Application";"Application";"Pepper";"850000"
"26-06-2015";"Prime";"617416";"2";"QLD";"Application";"Application";"White";"468000"
"26-06-2015";"Prime";"617417";"1";"VIC";"Application";"Application";"Pepper";"409275"
